Mean power (not compensated)(acquisition):
2.412011075607091115e+01,2.412011075607109944e+01,2.412011075607091115e+01,2.412011075607128419e+01,2.412011075607120958e+01,2.412011075607165722e+01,2.412011075607205512e+01,2.412011075607225408e+01,2.412011075607231092e+01,2.412011057841122152e+01,2.412011028971161863e+01,2.412011011649185477e+01,2.412011020088104019e+01,2.412011033967880635e+01,2.412011042295763019e+01
2.412408856036364924e+01,2.412408856036462979e+01,2.412408856036464400e+01,2.412408856036476834e+01,2.412408856036499216e+01,2.412408856036484295e+01,2.412408856036474347e+01,2.412408856036461913e+01,2.412408856036479676e+01,2.412408838270366118e+01,2.412408809400424303e+01,2.412408792078462128e+01,2.412408800517355445e+01,2.412408814397133838e+01,2.412408822724999524e+01
2.415401971504539347e+01,2.415401971504639533e+01,2.415401971504589085e+01,2.415401971504613599e+01,2.415401971504643441e+01,2.415401971504584111e+01,2.415401971504594059e+01,2.415401971504599032e+01,2.415401971504607914e+01,2.415401953738525620e+01,2.415401924868628214e+01,2.415401907546684157e+01,2.415401915985571790e+01,2.415401929865321051e+01,2.415401938193184250e+01
2.420544820672422759e+01,2.420544820672463970e+01,2.420544820672422759e+01,2.420544820672385455e+01,2.420544820672348152e+01,2.420544820672377995e+01,2.420544820672373021e+01,2.420544820672377995e+01,2.420544820672379416e+01,2.420544802906349346e+01,2.420544774036560298e+01,2.420544756714672019e+01,2.420544765153537270e+01,2.420544779033251004e+01,2.420544787361076544e+01
2.413395403058528998e+01,2.413395403058439825e+01,2.413395403058429523e+01,2.413395403058417088e+01,2.413395403058379785e+01,2.413395403058379785e+01,2.413395403058419575e+01,2.413395403058424549e+01,2.413395403058438049e+01,2.413395403058444444e+01,2.413395403058435917e+01,2.413395403058436628e+01,2.413395403058436983e+01,2.413395403058441246e+01,2.413395403058444089e+01
2.415061014176607301e+01,2.415061014176654908e+01,2.415061014176706422e+01,2.415061014176756160e+01,2.415061014176711396e+01,2.415061014176711396e+01,2.415061014176701448e+01,2.415061014176689014e+01,2.415061014176711396e+01,2.415060996410618088e+01,2.415060967540726011e+01,2.415060950218796876e+01,2.415060958657686996e+01,2.415060972537441231e+01,2.415060980865296614e+01
2.416316873819977218e+01,2.416316873819908295e+01,2.416316873819877742e+01,2.416316873819939914e+01,2.416316873819887689e+01,2.416316873819932454e+01,2.416316873819927480e+01,2.416316873819917532e+01,2.416316873819923572e+01,2.416316873819922506e+01,2.416316873819928546e+01,2.416316873819920374e+01,2.416316873819905098e+01,2.416316873819910072e+01,2.416316873819911493e+01
2.414355713093131683e+01,2.414355713093097933e+01,2.414355713092982825e+01,2.414355713093094380e+01,2.414355713093057432e+01,2.414355713093086919e+01,2.414355713093062406e+01,2.414355713093064892e+01,2.414355713093079459e+01,2.414355713093067379e+01,2.414355713093060984e+01,2.414355713093066313e+01,2.414355713093067379e+01,2.414355713093064892e+01,2.414355713093061695e+01
2.418971372692137933e+01,2.418971372692153565e+01,2.418971372692187671e+01,2.418971372692175237e+01,2.418971372692137933e+01,2.418971372692078248e+01,2.418971372692093169e+01,2.418971372692115551e+01,2.418971372692105248e+01,2.418971354926064521e+01,2.418971326056256999e+01,2.418971308734366232e+01,2.418971317173232549e+01,2.418971331052960849e+01,2.418971339380794916e+01
2.417895738629251667e+01,2.417895738629319169e+01,2.417895738629301405e+01,2.417895738629363578e+01,2.417895738629371039e+01,2.417895738629326274e+01,2.417895738629331248e+01,2.417895738629318814e+01,2.417895738629320235e+01,2.417895720863262810e+01,2.417895691993441432e+01,2.417895674671533612e+01,2.417895683110400995e+01,2.417895696990130361e+01,2.417895705317959099e+01
2.416026763908564945e+01,2.416026763908551089e+01,2.416026763908614683e+01,2.416026763908564945e+01,2.416026763908579866e+01,2.416026763908594788e+01,2.416026763908614683e+01,2.416026763908617170e+01,2.416026763908627473e+01,2.416026746142541271e+01,2.416026717272676549e+01,2.416026699950757717e+01,2.416026708389632560e+01,2.416026722269372939e+01,2.416026730597223349e+01
2.413973615579903154e+01,2.413973615579849508e+01,2.413973615579903154e+01,2.413973615579791243e+01,2.413973615579843468e+01,2.413973615579903154e+01,2.413973615579913101e+01,2.413973615579903154e+01,2.413973615579913456e+01,2.413973615579903154e+01,2.413973615579918075e+01,2.413973615579912035e+01,2.413973615579913101e+01,2.413973615579914167e+01,2.413973615579916654e+01
2.419627114887833486e+01,2.419627114887731878e+01,2.419627114887783748e+01,2.419627114887759234e+01,2.419627114887729391e+01,2.419627114887803643e+01,2.419627114887828512e+01,2.419627114887803643e+01,2.419627114887797958e+01,2.419627097121774995e+01,2.419627068251967472e+01,2.419627050930082746e+01,2.419627059368947997e+01,2.419627073248671323e+01,2.419627081576497929e+01
2.418170509448200534e+01,2.418170509448136940e+01,2.418170509448150796e+01,2.418170509448163230e+01,2.418170509448170691e+01,2.418170509448111005e+01,2.418170509448066241e+01,2.418170509448066241e+01,2.418170509448091821e+01,2.418170491682022671e+01,2.418170462812185306e+01,2.418170445490267895e+01,2.418170453929138830e+01,2.418170467808864998e+01,2.418170476136711144e+01
2.414402485416382405e+01,2.414402485416403366e+01,2.414402485416382405e+01,2.414402485416419708e+01,2.414402485416397326e+01,2.414402485416442090e+01,2.414402485416417221e+01,2.414402485416427169e+01,2.414402485416424327e+01,2.414402467650329243e+01,2.414402438780426863e+01,2.414402421458467884e+01,2.414402429897370439e+01,2.414402443777134621e+01,2.414402452104997465e+01
2.414141159736961129e+01,2.414141159736965037e+01,2.414141159736961129e+01,2.414141159737073039e+01,2.414141159737065578e+01,2.414141159737109987e+01,2.414141159737119935e+01,2.414141159737124909e+01,2.414141159737120645e+01,2.414141159737114961e+01,2.414141159737128817e+01,2.414141159737136988e+01,2.414141159737139830e+01,2.414141159737151199e+01,2.414141159737153330e+01
